Scientific Name,Common Name,CurrentDistribution,Family,Species Group,Federal Listing Status,Regions ofOccurrence,Vertebrate/Invertebrate/Plant
Stygobromus subtilis,Subtle cave amphipod,"IL, MO;",Crangonyctidae,Crustaceans,Not Listed,3,I
Stygobromus indentatus,Tidewater amphipod,"MD, NC, VA;",Crangonyctidae,Crustaceans,Under Review in the Candidate or Petition Process,"4, 5",I
Stygobromus araeus,Tidewater interstitial amphipod,VA;,Crangonyctidae,Crustaceans,Not Listed,5,I
Crangonyx sp,Undescribed amphipod,N/A,Crangonyctidae,Crustaceans,Not Listed,N/A,I
Stygobromus wengerorum,Wengerors' cave amphipod,CA;,Crangonyctidae,Crustaceans,Not Listed,8,I
Stygobromus putealis,Wisconsin well amphipod,WI;,Crangonyctidae,Crustaceans,Not Listed,3,I
Amphiuma pholeter,One-toed Amphiuma,"AL, FL, GA, MS;",Amphiumidae,Amphibians,Under Review in the Candidate or Petition Process,4,V
Rhodacme elatior,Domed ancylid,AL;,Ancylidae,Snails,Under Review in the Candidate or Petition Process,4,I
Ferrissia mcneili,Hood ancylid,"AL, FL;",Ancylidae,Snails,Not Listed,4,I
Rhodacme filosa,Wicker ancylid,AL;,Ancylidae,Snails,Not Listed,4,I
Perdita scitula antiochensis,Antioch andrenid bee,CA;,Andrenidae,Insects,Not Listed,8,I
Perdita hirticeps luteocincta,Yellow-banded andrenid bee,"CA; Possibly extinct,not reported since 1965",Andrenidae,Insects,Not Listed,8,I
Anemone edwardsiana edwardsiana,[Unnamed] anemone,TX;,Ranunculaceae,Flowering Plants,Not Listed,2,P
Anemone minima,[Unnamed] anemone,"VA, WV;",Ranunculaceae,Flowering Plants,Not Listed,5,P
Anemone oregana felix,[Unnamed] anemone,"OR, WA;",Ranunculaceae,Flowering Plants,Not Listed,1,P
Anemone edwardsiana petraea,Edge Falls anemone,TX;,Ranunculaceae,Flowering Plants,Not Listed,2,P
Angelica callii,Call's angelica,CA;,Apiaceae,Flowering Plants,Not Listed,8,P
Matelea alabamensis,[Unnamed] anglepod,FL;,Asclepiadaceae,Flowering Plants,Not Listed,4,P
Matelea baldwyniana,[Unnamed] anglepod,FL;,Asclepiadaceae,Flowering Plants,Not Listed,4,P
Matelea radiata,Falfurrias anglepod,TX;,Asclepiadaceae,Flowering Plants,Not Listed,2,P
Crotophaga ani,Smooth-billed ani,N/A,Cuculidae,Birds,Not Listed,N/A,V
Illicium parviflorum,Yellow anisetree,FL;,Illiciaceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P
Bubalus depressicornis,Lowland anoa,Entire,Bovidae,Mammals,Endangered,N/A,V
Bubalus quarlesi,Mountain anoa,Entire,Bovidae,Mammals,Endangered,N/A,V
Holcobius pikoensis,Piko anobiid beetle,HI;,Anobiidae,Insects,Not Listed,1,I
Ctenonotus cooki,Cook's anole,"PR, VI;",Iguanidae,Reptiles,Not Listed,4,V
Anolis roosevelti,Culebra Island giant anole,"PR, VI; U.S.A. (PR-Culebra Island)",Iguanidae,Reptiles,Endangered,4,V
Anolis occultus,Puerto Rican pygmy anole,"PR, VI;",Iguanidae,Reptiles,Not Listed,4,V
Smithistruma reliquia,Ancient ant,CA;,Formicidae,Insects,Not Listed,8,I
Lasius nevadensis,Charleston Ant,N/A,Formicidae,Insects,Not Listed,N/A,I
Proceratium californicum,Valley oak ant,CA;,Formicidae,Insects,Under Review in the Candidate or Petition Process,8,I
Dasymutilla imperialis,Velvet ant,N/A,Mutillidae,Insects,Not Listed,N/A,I
Dasymutilla nocturna,Velvet ant,N/A,Mutillidae,Insects,Not Listed,N/A,I
Panthalops hodgsonii,Tibetan antelope,N/A,Bovidae,Mammals,Endangered,N/A,V
Hippotragus niger variani,Giant sable antelope,Entire,Bovidae,Mammals,Endangered,N/A,V
Anthicus antiochensis,Antioch Dunes anthicid,CA;,Anthicidae,Insects,Not Listed,8,I
Anthicus sacramento,Sacramento anthicid,CA;,Anthicidae,Insects,Not Listed,8,I
Distoleon perjerus,Molokai antlion,HI;,Myrmeleontidae,Insects,Not Listed,1,I
Grallaria milleri,Brown-banded antpitta,N/A,Formicariidae,Birds,Endangered,N/A,V
Formicivora erythronotos,Black hooded (black-headed) antwren,Brazil,Thamnophilidae,Birds,Endangered,N/A,V
Apamea smythi,Smyth's apamea moth,"IL, VA; Possibly extinct,not reported since 1965",Noctuidae,Insects,Not Listed,"3, 5",I
Aphanisma blitoides,Aphanisma,CA;,Chenopodiaceae,Flowering Plants,Not Listed,8,P
Psychotria malaspinae,Aplokating-palaoan,GU;,Rubiaceae,Flowering Plants,Endangered,1,P
Pelea parvifolia apoda,Apoda,HI;,Rutaceae,Flowering Plants,Not Listed,1,P
Alasmidonta arcula,Altamaha arc-mussel,GA;,Unionidae,Clams,Not Listed,4,I
Alasmidonta wrightiana,Florida arc-mussel,FL;,Unionidae,Clams,Not Listed,4,I
Ovis ammon,Argali,"Entire except Kyrgyzstan, Mongolia, and Tajikistan",Bovidae,Mammals,Endangered,N/A,V
Ovis ammon,Argali,"Kyrgyzstan, Mongolia, and Tajikistan",Bovidae,Mammals,Threatened,N/A,V
Priodontes maximus,Giant armadillo,Entire; Venezuela and Guyana to Argentina,Dasypodidae,Mammals,Endangered,N/A,V
Chlamyphorus truncatus,Pink fairy armadillo,Entire,Dasypodidae,Mammals,Endangered,N/A,V
Arnica viscosa,Shasta arnica,"CA, OR;",Asteraceae,Flowering Plants,Not Listed,"1, 8",P
Triglochin gaspense,Gaspe Peninsula arrow-grass,"ME; Canada (N.B,Nfld,P.E.I,Que.)",Juncaginaceae,Flowering Plants,Not Listed,5,P
Sagittaria fasciculata,Bunched arrowhead,"NC, SC; U.S.A. (SC, NC)",Alismataceae,Flowering Plants,Endangered,4,P
Viburnum bracteatum,[Unnamed] arrowwood,"AL, GA, TN;",Caprifoliaceae,Flowering Plants,Not Listed,4,P
Artemisia,Sp. nov. ined. artemisia,HI;,Asteraceae,Flowering Plants,Not Listed,1,P
Hypericum edisonianum,Edison's ascyrum,FL;,Hypericaceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P
Fraxinus anomala lowellii,[Unnamed] ash,AZ;,Oleaceae,Flowering Plants,Not Listed,2,P
Fraxinus gooddingii,Goodding's ash,AZ;,Oleaceae,Flowering Plants,Not Listed,2,P
Fraxinus cuspidata macropetala,Large-petaled ash,"AZ, CA, NM, NV;",Oleaceae,Flowering Plants,Not Listed,"2, 8",P
Narthecium americanum,Bog Asphodel,"NJ, SC;",Liliaceae,Flowering Plants,Not Listed,"4, 5",P
Equus africanus,African wild ass,Entire,Equidae,Mammals,Endangered,N/A,V
Equus hemionus,Asian wild ass,Entire,Equidae,Mammals,Endangered,N/A,V
Aster greatai,[Unnamed] aster,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Aster kingii kingii,[Unnamed] aster,UT;,Asteraceae,Flowering Plants,Not Listed,6,P
Eucephalus glaucescens,[Unnamed] aster,WA;,Asteraceae,Flowering Plants,Not Listed,1,P
Eurybia furcata,[Unnamed] aster,"AR, IA, IL, IN, MO, WI;",Asteraceae,Flowering Plants,Not Listed,"3, 4",P
Eurybia hemispherica,[Unnamed] aster,MS;,Asteraceae,Flowering Plants,Not Listed,4,P
Eurybia schreberi,[Unnamed] aster,IL;,Asteraceae,Flowering Plants,Not Listed,3,P
Eurybia spinulosa,[Unnamed] aster,FL;,Asteraceae,Flowering Plants,Not Listed,4,P
Symphyotrichum dumosum,[Unnamed] aster,FL;,Asteraceae,Flowering Plants,Not Listed,4,P
Symphyotrichum hallii,[Unnamed] aster,"OR, WA;",Asteraceae,Flowering Plants,Not Listed,1,P
Symphyotrichum kralii,[Unnamed] aster,"AL, FL;",Asteraceae,Flowering Plants,Not Listed,4,P
Symphyotrichum molle,[Unnamed] aster,WY;,Asteraceae,Flowering Plants,Not Listed,6,P
Symphyotrichum plumosum,[Unnamed] aster,FL;,Asteraceae,Flowering Plants,Not Listed,4,P
Symphyotrichum potosinum,[Unnamed] aster,AZ;,Asteraceae,Flowering Plants,Not Listed,2,P
Symphyotrichum X schistosum,[Unnamed] aster,VA; Possibly extinct,Asteraceae,Flowering Plants,Not Listed,5,P
Xylorhiza orcuttii,Borrego aster,CA; Mexico (Baja California),Asteraceae,Flowering Plants,Not Listed,8,P
Eucephalus tomentellus,Brikellbush aster,"CA, OR;",Asteraceae,Flowering Plants,Not Listed,"1, 8",P
Symphyotrichum chapmanii,Chapman's aster,"AL, FL;",Asteraceae,Flowering Plants,Not Listed,4,P
Sericocarpus rigidus,Columbian whitetop aster,N/A,Asteraceae,Flowering Plants,Not Listed,N/A,P
Eurybia eryngiifolia,Coyote-thistle aster,"AL, FL, GA;",Asteraceae,Flowering Plants,Not Listed,4,P
Chrysopsis gossypina cruiseana,Cruise's golden aster,FL;,Asteraceae,Flowering Plants,Not Listed,4,P
Sericocarpus rigidus,Curtus aster,"OR, WA; Canada (B.C.)",Asteraceae,Flowering Plants,Not Listed,1,P
Boltonia decurrens,Decurrent false aster,"IL, MO; U.S.A. (MO, IL)",Asteraceae,Flowering Plants,Threatened,3,P
Chrysopsis floridana,Florida golden aster,"FL; Known to occur in scrub habitat in Hardee, Hillsborough, Manatee, and Pinellas Counties in Florida.  Most sites are on conservation lands with the exception of Hardee County where all the sites are on private lands.; U.S.A. (FL)",Asteraceae,Flowering Plants,Endangered,4,P
Symphyotrichum georgianum,Georgia aster,"AL, FL, GA, NC, SC;",Asteraceae,Flowering Plants,Not Listed,4,P
Chrysopsis godfreyi,Godfrey's golden aster,"AL, FL;",Asteraceae,Flowering Plants,Not Listed,4,P
Eucephalus gormanii,Gorman aster,OR;,Asteraceae,Flowering Plants,Not Listed,1,P
Aster laevis guadalupensis,Guadalupe smooth aster,"NM, TX;",Asteraceae,Flowering Plants,Not Listed,2,P
Aster sandwicensis,Hawaiian aster,HI;,Asteraceae,Flowering Plants,Not Listed,1,P
Symphyotrichum jessicae,Jessica's aster,"ID, WA;",Asteraceae,Flowering Plants,Not Listed,1,P
Machaeranthera asteroides lagunensis,Laguna Mountains aster,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Xylorhiza cognata,Mecca aster,CA; Mexico (Baja California),Asteraceae,Flowering Plants,Not Listed,8,P
Oreostemma peirsonii,Peirson's aster,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Eurybia mirabilis,Piedmont Aster,NC;,Asteraceae,Flowering Plants,Not Listed,4,P
ionactis caelestis,Red Rock Canyon aster,N/A,asteraceae,Flowering Plants,Not Listed,N/A,P
Eurybia saxicastellii,Rockcastle aster,"KY, TN;",Asteraceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P
Symphyotrichum puniceum var. scabricaule,rough-stemmed aster,TX;,Asteraceae,Flowering Plants,Under Review in the Candidate or Petition Process,2,P
Pityopsis ruthii,Ruth's golden aster,TN; U.S.A. (TN),Asteraceae,Flowering Plants,Endangered,4,P
Symphyotrichum depauperatum,Serpentine aster,"DE, MD, NC, PA;",Asteraceae,Flowering Plants,Not Listed,"4, 5",P
Aster chilensis lentus,Suisun aster,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Eucephalus vialis,Wayside aster,OR;,Asteraceae,Flowering Plants,Not Listed,1,P
Aster paludicola,Western bog aster,"CA, OR;",Asteraceae,Flowering Plants,Not Listed,"1, 8",P
Symphyotrichum yukonense,Yukon aster,AK; Canada (Yukon),Asteraceae,Flowering Plants,Not Listed,7,P
Machaeranthera canescens ziegleri,Ziegler's aster,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Bryania bipunctata,Nihoa two-spotted asteriid fly,HI;,Asteriidae,Insects,Not Listed,1,I
Ptychoramphus aleuticus,Cassin's Auklet,N/A,Laridae,Birds,Not Listed,N/A,V
Dryopteris crinalis var. podosorus,Palapalai aumakua,HI; U.S.A. (HI),Dryopteridaceae,Ferns and Allies,Endangered,1,P
Isodendrion hosakae,Aupaka,HI; U.S.A. (HI),Violaceae,Flowering Plants,Endangered,1,P
Isodendrion laurifolium,Aupaka,HI; U.S.A. (HI),Violaceae,Flowering Plants,Endangered,1,P
Isodendrion longifolium,Aupaka,HI; U.S.A. (HI),Violaceae,Flowering Plants,Threatened,1,P
Avahi laniger (entire genus),Avahi,Entire,Indridae,Mammals,Endangered,N/A,V
Geum geniculatum,Bent avens,NC;,Rosaceae,Flowering Plants,Not Listed,4,P
Geum peckii,Mountain avens,NH;,Rosaceae,Flowering Plants,Not Listed,5,P
Geum radiatum,Spreading avens,"NC, TN; U.S.A. (TN, NC)",Rosaceae,Flowering Plants,Endangered,4,P
Schenkia sebaeoides,Awiwi,HI; U.S.A. (HI),Gentianaceae,Flowering Plants,Endangered,1,P
Daubentonia madagascariensis,Aye-aye,Entire,Daubentoniidae,Mammals,Endangered,N/A,V
Ayenia limitaris,Texas ayenia,"TX; U.S.A. (TX), Mexico",Sterculiaceae,Flowering Plants,Endangered,2,P
Hymenophysa curta,Ayumodoki (loach),Japan,Cobitidae,Fishes,Endangered,N/A,V
Rhododendron vaseyi,Pink-shell azalea,NC;,Ericaceae,Flowering Plants,Not Listed,4,P
Rhododendron prunifolium,Plumleaf azalea,"AL, GA;",Ericaceae,Flowering Plants,Not Listed,4,P
Babyrousa babyrussa,Babirusa,Entire,Suidae,Mammals,Endangered,N/A,V
Theropithecus gelada,Gelada baboon,Entire,Cercopithecidae,Mammals,Threatened,N/A,V
Baccharis vanessae,Encinitas baccharis,CA; U.S.A. (CA),Asteraceae,Flowering Plants,Threatened,8,P
Solanum conocarpum,Marron bacora,VI; Possibly extinct,Solanaceae,Flowering Plants,Candidate,4,P
Taxidea taxus,American badger,N/A,mustelidae,Mammals,Not Listed,N/A,V
Lasthenia leptalea,Salinas Valley baeria,CA;,Asteraceae,Flowering Plants,Not Listed,8,P
Exocarpos menziesii,Menzies ballart,"HI; ; Exocarpos menziesii is historically known from the islands of Lanai (Kaiholena Gulch) and Hawaii (from Kahuku Ranch in the south up through Hualalai and Puukapele on the leeward slopes) (Wagner et al. 1999, p. 1218).  

Currently, there is one scattered occurrence of Exocarpos menziesii on the slopes of Hualalai, on the southern leeward side of Hawaii Island (Thomas 2012, in litt.; PEPP 2013, pp. 10, 33).  There are no known occurrences of the species on Lanai.",Santalaceae,Flowering Plants,Endangered,1,P
Tillandsia baileyi,Bailey's ballmoss,TX;,Bromeliaceae,Flowering Plants,Not Listed,2,P
balsamorhiza macrolepis var. macrolepis,Big scale balsamroot,N/A,asteraceae,Flowering Plants,Not Listed,N/A,P
Perameles bougainville,Barred bandicoot,Entire,Peramelidae,Mammals,Endangered,N/A,V
Perameles eremiana,Desert bandicoot,Entire,Peramelidae,Mammals,Endangered,N/A,V
Macrotis leucura,Lesser rabbit bandicoot,Entire,Peramelidae,Mammals,Endangered,N/A,V
Chaeropus ecaudatus,Pig-footed bandicoot,Entire,Peramelidae,Mammals,Endangered,N/A,V
Macrotis lagotis,Rabbit bandicoot,Entire,Peramelidae,Mammals,Endangered,N/A,V
Elliptoideus sloatianus,Purple bankclimber (mussel),"AL, FL, GA; Panhandle Florida watersheds: Apalachicola and Ochlockonee; small to large rivers in slow to moderate currents over sand, sand mixed with mud or gravel substrates; U.S.A. (GA, FL, AL)",Unionidae,Clams,Threatened,4,I
Bos javanicus,Banteng,Entire,Bovidae,Mammals,Endangered,N/A,V
Marshallia grandiflora,Large-flowered Barbara's buttons,NC;,Asteraceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P
Marshallia mohrii,Mohr's Barbara's buttons,"AL, GA; U.S.A. (GA, AL)",Asteraceae,Flowering Plants,Threatened,4,P
Berberis swaseyi,[Unnamed] barberry,TX;,Berberidaceae,Flowering Plants,Not Listed,2,P
Berberis nervosa mendocinensis,Hardy Creek barberry,CA;,Berberidaceae,Flowering Plants,Not Listed,8,P
Berberis higginsiae,Higgin's barberry,CA;,Berberidaceae,Flowering Plants,Not Listed,8,P
Berberis pinnata ssp. insularis,Island Barberry,CA; U.S.A. (CA),Berberidaceae,Flowering Plants,Endangered,8,P
Berberis harrisoniana,Kofa barberry,AZ;,Berberidaceae,Flowering Plants,Not Listed,2,P
Berberis nevinii,Nevin's barberry,CA; U.S.A. (CA),Berberidaceae,Flowering Plants,Endangered,8,P
Berberis (=Mahonia) sonnei,Truckee Barberry,CA;,Berberidaceae,Flowering Plants,Original Data in Error - Erroneous Data,8,P
Threnetes grzimeki,Black barbthroat,N/A,Trochilidae,Birds,Not Listed,N/A,V
Trichilia triacantha,Bariaco,PR; Endemic to Puerto Rico; U.S.A. (PR),Meliaceae,Flowering Plants,Endangered,4,P
hordeum intercedens,Vernal barley,N/A,poaceae,Flowering Plants,Not Listed,N/A,P
Ferocactus viridescens,Coast barrel cactus,CA;,Cactaceae,Flowering Plants,Not Listed,8,P
Waldsteinia lobata,Piedmont barren strawberry,"GA, SC;",Rosaceae,Flowering Plants,Under Review in the Candidate or Petition Process,4,P
Micropterus treculii,Guadalupe bass,TX;,Centrarchidae,Fishes,Not Listed,2,V
Idionycteris phyllotis,Allen's big-eared bat,"AZ, CA, CO, NM, NV, UT;",Vespertilionidae,Mammals,Not Listed,"2, 6, 8",V
Myotis hajastanicus,Armenian Whiskered Bat,N/A,Vespertilionidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
eptesicus fuscus,Big brown bat,N/A,vespertilionidae,Mammals,Not Listed,N/A,V
Nyctinomops macrotis,Big free-tailed bat,"CO; Mexico,South America",Molossidae,Mammals,Not Listed,6,V
Pteropus pselaphon,Bonin Flying Fox Bat,N/A,Pteropodidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Aproteles bulmerae,Bulmer's fruit bat (=flying fox),Entire,Pteropodidae,Mammals,Endangered,N/A,V
Craseonycteris thonglongyai,Bumblebee bat,Entire,Craseonycteridae,Mammals,Endangered,N/A,V
Macrotus californicus,California leaf-nosed bat,"AZ, CA;",Phyllostomidae,Mammals,Not Listed,"2, 8",V
Pipistrellus murrayi,Christmas Island Pipistrelle Bat,N/A,Vespertilionidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Natalus primus,Cuban Greater Funnel-Eared Bat,N/A,Natalidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Stenoderma rufum,Desmarest's fig-eating bat,"PR, VI;",Phyllostomidae,Mammals,Not Listed,4,V
Myotis leibii,Eastern small-footed bat,GA;,Vespertilionidae,Mammals,Not Listed,4,V
Eumops floridanus,Florida bonneted bat,"FL; Includes all of Charlotte, Collier, Glades, Highlands, Lee, and Miami-Dade Counties, and portions of Broward, De Soto, Hardee, Hendry, Okeechobee, Osceola, Palm Beach, Polk, Sarasota, and Monroe Counties.",Molossidae,Mammals,Endangered,4,V
Myotis grisescens,Gray bat,"AL, AR, FL, GA, IL, IN, KS, KY, MO, MS, NC, OK, TN, VA, WV; Entire",Vespertilionidae,Mammals,Endangered,"2, 3, 4, 5, 6",V
Pteralopex flanneryi,Greater Monkey-Faced Bat,N/A,PTEROPODIDAE,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Lasiurus cinereus semotus,Hawaiian hoary bat,HI; Entire,Vespertilionidae,Mammals,Endangered,1,V
Rhinoiophus hilli,Hill's Horseshoe Bat,N/A,RHINOLOPHIDAE,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Lasiurus cinereus,hoary bat,N/A,Vespertilionidae,Mammals,Not Listed,N/A,V
Myotis sodalis,Indiana bat,"AL, AR, GA, IA, IL, IN, KY, MI, MO, MS, NC, NJ, NY, OH, OK, PA, TN, VA, VT, WV; ; Entire",Vespertilionidae,Mammals,Endangered,"2, 3, 4, 5",V
Monophylus plethodon frater,Insular long-tongued bat,"PR, VI; Believed to be extinct",Phyllostomidae,Mammals,Not Listed,4,V
Natalus jamaicensis,Jamaican Greater Funnel-Eared Bat,N/A,Phyllostomidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Hipposideros lamottei,Lamotte's Roundleaf Bat,N/A,Rhinolophidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Leptonycteris curasoae yerbabuenae,Lesser long-nosed bat,"AZ, NM; Entire; Mexico,Central America",Phyllostomidae,Mammals,Endangered,2,V
Myotis lucifugus,Little brown bat,"CO, GA, MS, NC, OH;",Vespertilionidae,Mammals,Not Listed,"3, 4, 6",V
Pteropus tokudae,Little Mariana fruit Bat,"GU; Entire; Possibly extinct,not reported since 1968",Pteropidae,Mammals,Endangered,1,V
Nyctophilus howensis,Lord Howe Long-Eared Bat,N/A,Vespertilionidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Pteropus mariannus mariannus,Mariana fruit Bat (=Mariana flying fox),"GU, MP; Entire",Pteropodidae,Mammals,Threatened,1,V
Leptonycteris nivalis,Mexican long-nosed bat,"NM, TX; Entire; Mexico,Central America",Phyllostomidae,Mammals,Endangered,2,V
Choeronycteris mexicana,Mexican long-tongued bat,"AZ, CA, NM, TX; Mexico,Central & South America",Phyllostomidae,Mammals,Not Listed,"2, 8",V
Pteralopex pulchra,Montane Monkey-Faced Bat,N/A,Pteropodidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Dobsonia chapmani,Negros Naked-Backed Fruit Bat,N/A,Pteropodidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Nyctophilus nebulosus,New Caledonia Long-Eared Bat,N/A,Vespertilionidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Mystacina robusta,New Zealand Greater Short-Tailed Bat,N/A,Mystacinidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
Myotis septentrionalis,Northern Long-Eared Bat,"AL, AR, CT, DC, DE, GA, IA, IL, IN, KS, KY, LA, MA, MD, ME, MI, MN, MO, MS, MT, NC, ND, NE, NH, NJ, NY, OH, OK, PA, RI, SC, SD, TN, VA, VT, WI, WV, WY;",Vespertilionidae,Mammals,Threatened,"2, 3, 4, 5, 6",V
Myotis lucifugus occultus,Occult little brown bat,"AZ, CA, NM, TX;",Vespertilionidae,Mammals,Not Listed,"2, 8",V
Corynorhinus (=Plecotus) townsendii ingens,Ozark big-eared bat,"AR, MO, OK; Entire",Vespertilionidae,Mammals,Endangered,"2, 3, 4",V
Emballonura semicaudata rotensis,Pacific sheath-tailed Bat,MP;,Emballonuridae,Mammals,Endangered,1,V
Emballonura semicaudata semicaudata,Pacific sheath-tailed Bat,AS; Caroline Islands,Emballonuridae,Mammals,Endangered,1,V
Plecotus townsendii townsendii,Pacific Townsend's big-eared bat,"CA, ID, NV, OR, WA;",Vespertilionidae,Mammals,Not Listed,"1, 8",V
Pteropus mariannus paganensis,Pagan Mariana flying fox bat,MP;,Pteropodidae,Mammals,Not Listed,1,V
Plecotus townsendii pallescens,Pale Townsend's big-eared bat,"AZ, CA, CO, ID, KS, MT, ND, NE, NM, OK, SD;",Vespertilionidae,Mammals,Not Listed,"1, 2, 6, 8",V
antrozous pallidus,Pallid bat,N/A,vespertilionidae,Mammals,Not Listed,N/A,V
Pteronotus paraguanensis,Paraguana Mustached Bat,N/A,Mormoopidae,Mammals,Under Review in the Candidate or Petition Process,N/A,V
nyctinomops femorosaccus,Pocketed free-tailed bat,N/A,molossidae,Mammals,Not Listed,N/A,V
Plecotus rafinesquii,Rafinesque's big-eared bat,"FL, SC;",Vespertilionidae,Mammals,Not Listed,4,V
Pteropus rodricensis,Rodrigues fruit bat (=flying fox),Entire; Mauritius (Rodrigues Island),Pteropodidae,Mammals,Endangered,N/A,V
Pteropus samoensis samoensis,Samoan fruit bat,AS;,Pteropodidae,Mammals,Not Listed,1,V
Emballonura semicaudata semicaudata,Sheath-tailed Bat,"GU, MP, PW;",Emballonuridae,Mammals,Not Listed,1,V
lasionycteris noctivagans,Silver-haired bat,N/A,vespertilionidae,Mammals,Not Listed,N/A,V
Hipposideros ridleyi,Singapore roundleaf horseshoe bat,Entire,Hipposideridae,Mammals,Endangered,N/A,V
Lasiurus ega,Southern Yellow Bat,N/A,Vespertilionidae,Mammals,Not Listed,N/A,V
Euderma maculatum,Spotted bat,"AZ, CA, CO, ID, MT, NM, NV, OR, TX, UT, WY;",Vespertilionidae,Mammals,Not Listed,"1, 2, 6, 8",V
